City,EduID,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address,
IDUKKI,32090200503,2015-16,GLPS MUTHIAMALA,ARAKULAM,GNLPS KUDAYATHOOR,KUDAYATHOOR,Kerala,685590,,,,,,,,,,
ERNAKULAM,32080300102,2015-16,LFUPS CHERANELLOORE,ERNAKULAM,GLPS CHERANELLOOR,CHERANELLOOR,Kerala,682034,,,,ChIJ4SRqnugNCDsRXAivVSdqhHo,B,Locality,ernakulam,Cheranelloor Post Office,"Cheranalloor, Ernakulam, Kerala 682034, India",
ERNAKULAM,32080300103,2015-16,LFLPS CHERANELLOOR,ERNAKULAM,GLPS CHERANELLOOR,CHERANELLOOR,Kerala,682034,,,,,,,,,,
THRISSUR,32070306402,2015-16,ALPS NHAMANGHAT (OLD),CHAVAKKAD,GHSS KOCHANNUR,VADAKKEKKAD,Kerala,679563,,,,ChIJl432spaVpzsR1rbWdIdTT-8,B,Pincode,679563,Nhamanghat,"Nayarangadi - Nhamanghat Road, Vylathur, Kerala 679563, India",
THRISSUR,32070400101,2015-16,RMLPS ARATTUPUZHA ,CHERPU,UPS PALLISSERY,ARATTUPUZHA,Kerala,680562,,,,ChIJTX9z_NXwpzsRXfKxegNqZK0,A,VILLAGE_NAME,arattupuzha,R M L P S School,"Arattupuzha, Thrissur, Kerala, Arattupuzha, Kerala 680562, India",
ERNAKULAM,32080800619,2015-16,ST ALOYSIUS CONVENT ISC SCHOOL PALLURUTHY,MATTANCHERY,GLPS WILLINGTON ISLAND,RAMESWARAM,Kerala,682006,,,,ChIJwQXraIZtCDsRhCFA4bQpI3M,B,Pincode,682006,St Aloysius Convent ISC School,"Aloysius Street, Chirakal, Palluruthy, Kochi, Kerala 682006, India",
ERNAKULAM,32080802008,2015-16,ST JULIANS PUBLIC SCHOOL PERUMPADAPPU,MATTANCHERY,GUPS PALLURUTHY,EDAKOCHI,Kerala,682006,,,,ChIJjQhkI21yCDsR3fJ18CPuOSM,B,Pincode,682006,St. Juliana's Public School,"Pai Rd, Kochi, Kerala 682006, India",
ERNAKULAM,32080800621,2015-16,SDPYGHSS PALLURUTHY,MATTANCHERY,GLPS WILLINGTON ISLAND,RAMESWARAM,Kerala,682006,,,,ChIJ347tKHhyCDsR9K6w7ay_82c,B,Pincode,682006,SDPY Boys' Higher Secondary School,"SDPY Rd, Palluruthy, Kochi, Kerala 682006, India",
ALAPPUZHA,32110700420,2015-16,VIDYADHIRAJA VIDYAPEETOM EM SCHOOL,MAVELIKKARA,GUPS KANDIYOOR,MAVELIKKARA,Kerala,690101,,,,ChIJ91bpg9seBjsR_7ldQM599dU,A,VILLAGE_NAME,mavelikkara,Vidyadhiraja Vidyapeetom Central School,"Ponnaramthottam Mavelikara Rd, Old Mavelikkara, Mavelikara, Kerala 690101, India",
ALAPPUZHA,32110700313,2015-16,ST FRANCIS HOME SPECIAL SCHOOL,MAVELIKKARA,GOVT. UPGS KANNAMANGALAM,CHETTIKULANGARA,Kerala,690106,,,,,,,,,,
ALAPPUZHA,32110700314,2015-16,MATTAM ST JOHNS NURSERY SCHOOL,MAVELIKKARA,GOVT. UPGS KANNAMANGALAM,CHETTIKULANGARA,Kerala,690103,,,,ChIJSzoP4h0fBjsRPg3DVn7wb60,B,Pincode,690103,St.John's Higher Secondary School,"Kayamkulam - Thiruvalla Hwy, Thattarambalam, Alappuzha, Kerala 690103, India",
ALAPPUZHA,32110700315,2015-16,AMALA EM LPS EREZHA,MAVELIKKARA,GOVT. UPGS KANNAMANGALAM,CHETTIKULANGARA,Kerala,690106,,,,,,,,,,
ALAPPUZHA,32110900316,2015-16,ST THOMAS EMHSS NEERETUPURAM,THALAVADY,GOVT. MODEL UPS THALAVADY,THALAVADY,Kerala,689571,,,,ChIJAX7NLdMmBjsRepew3J_PCis,A,VILLAGE_NAME,thalavady,ST Thomas English Medium Higher Secondary School,"Thalavady, Kerala, India",
ALAPPUZHA,32110900318,2015-16,GOVT NEW LPS THALAVADY,THALAVADY,GOVT. MODEL UPS THALAVADY,THALAVADY,Kerala,689572,,,,,,,,,,
ALAPPUZHA,32110900319,2015-16,THALAVADY SOUTH MDLPS,THALAVADY,GOVT. MODEL UPS THALAVADY,THALAVADY,Kerala,689572,,,,,,,,,,
KOTTAYAM,32101300404,2015-16,LFUPS POTHY,VAIKOM,THALAYOLAPARAMBU,VADAYAR,Kerala,686605,,,,,,,,,,
KOTTAYAM,32101300405,2015-16,GLPGS THALAYOLAPARAMBU,VAIKOM,THALAYOLAPARAMBU,VADAYAR,Kerala,686605,,,,,,,,,,
KOTTAYAM,32100400703,2015-16,"SEAVIEW ESTATE U.P.S, PARTHANAM",KANJIRAPPALLY,KOOTTICKAL,KOOTTICKAL,Kerala,686514,,,,ChIJGx2s9TZKBjsRfRJnyY3OzLk,B,Pincode,686514,Sea View Estate U P School,"Mundakayam - Poonjar Rd, Parathanam, Kerala 686514, India",
KOTTAYAM,32100901302,2015-16,GLPS MARANGOLI,KURAVILANGADU,NJEEZHOOR,NJEEZHOOR,Kerala,686612,,,,,,,,,,
KOTTAYAM,32100901303,2015-16,ST. JOSEPH'S LPS NJEEZHOOR,KURAVILANGADU,NJEEZHOOR,NJEEZHOOR,Kerala,686612,,,,ChIJqUyZtIPXBzsRtVVD8YU7zF4,A,Street Address,njeezhoor,St Joseph's Convent,"Njeezhoor - Arunoottimangalam Rd, Arunoottimangalam, Kerala 686612, India",
KOTTAYAM,32100901304,2015-16,ST. GEORGE LPS THURUTHIPPALLY,KURAVILANGADU,NJEEZHOOR,NJEEZHOOR,Kerala,686612,,,,ChIJ13k16BHXBzsRnlliwbzsmQE,A,Street Address,njeezhoor,St.George LP School Thuruthippally,"Thiruvampady, Njeezhoor, Kerala, India",
KOTTAYAM,32100901305,2015-16,CMS LPS VILAYAMCODE,KURAVILANGADU,NJEEZHOOR,NJEEZHOOR,Kerala,686613,,,,ChIJ3dv0OgkrBjsRP_xx13Su1O0,C,City,kottayam,CMS LP School,"Kottayam, Kerala 686001, India",
KOTTAYAM,32100900805,2015-16,SN PUBLIC SCHOOL MANJOOR,KURAVILANGADU,MANJOOR,KOTHANALLOOR,Kerala,686603,,,,ChIJs_z35RcsBjsRIj8YJCp5wIo,C,City,kottayam,Sree Narayana Public School,"Kottam Kozhenchery, Puthuppally, Kottayam, Kerala 695011, India",
KOTTAYAM,32100900901,2015-16,GLPS ANDOOR,KURAVILANGADU,MARANGATTUPILLY,KURICHITHANAM,Kerala,686635,,,,,,,,,,
KOTTAYAM,32100400205,2015-16,S.D.S.U.P.S MALLIKASSERY,KANJIRAPPALLY,ELIKKULAM,ELIKKULAM,Kerala,686577,,,,,,,,,,
KOTTAYAM,32100400207,2015-16,ST. MATHEW'S UPS ELIKKULAM,KANJIRAPPALLY,ELIKKULAM,ELIKKULAM,Kerala,686577,,,,ChIJFw3aIKw0BjsRJ9Wha27YrxM,A,Street Address,elikkulam,St.Mathews UP School,"Alurumbu - Kuruvikoodu Rd, Elikkulam, Mallikassery, Kerala 686577, India",
ERNAKULAM,32081100207,2015-16,TMJ PUBLIC SCHOOL,PERUMBAVOOR,GLPS SOUTH VAZHAKKULAM,VAZHAKKULAM,Kerala,683105,,,,ChIJ2yagmAoJCDsRJ_1qiuH8sqw,A,VILLAGE_NAME,vazhakkulam,TMJ PUBLIC SCHOOL,"Vazhakkulam, Kerala, India",
ERNAKULAM,32081100505,2015-16,MMLPS KAYUTHIAL,PERUMBAVOOR,GLPS KOOVAPPADY,KOOVAPPADY,Kerala,683544,,,,,,,,,,
ERNAKULAM,32081100507,2015-16,SGLPS KOODALAPPADAM,PERUMBAVOOR,GLPS OKKAL,KOOVAPPADY,Kerala,683544,,,,,,,,,,
ERNAKULAM,32081100508,2015-16,EDAVOOR UP SCHOOL,PERUMBAVOOR,GLPS OKKAL,KOOVAPPADY,Kerala,683544,,,,ChIJgVIaK2v9BzsRJsxRYglO13I,B,Pincode,683544,Church UP School Cheranalloor,"Cheranalloor, Kerala 683544, India",
ERNAKULAM,32081000312,2015-16,GOVT. KVLPS N.PARUR,N.PARUR,GTMLPS N.PARUR,N.PARUR MUNICIPALITY,Kerala,683520,,,,,,,,,,
ERNAKULAM,32081000313,2015-16,GOVT TOWN MODEL LPS N.PARUR,N.PARUR,GTMLPS N.PARUR,N.PARUR MUNICIPALITY,Kerala,683513,,,,,,,,,,
ERNAKULAM,32081500606,2015-16,SREE SANKARA VIDYA NIKETHAN,KOOVAPPADY,GUPS MUDAKKUZHA,VENGOOR WEST,Kerala,683545,,,,ChIJW5YZDm7jBzsRO733hdav-u0,A,VILLAGE_NAME,vengoor west,"Sree Sankara Vidya Nikethan, Pralayakad","1007'36.3""N 7631'55.8""E, Vengoor West, Kerala 683545, India",
ERNAKULAM,32081500501,2015-16,GHSS KALLIL,KOOVAPPADY,GUPS ASAMANNOOR,ASAMANNOOR,Kerala,683545,,,,ChIJnUUUuFXhBzsRWxzmBPIaGnQ,B,Pincode,683545,Kallil Government Higher Secondary School,"Kallil Govt. Higher Secondary School Pulluvazhi Kallil Road (via) Methala, Kuruppampady, Kerala 683545, India",
IDUKKI,32090100901,2015-16,SM UPS MANKULAM,ADIMALY,GUPS KALLAR - VATTAYAR,MANKULAM,Kerala,685565,,,,,,,,,,
IDUKKI,32090100902,2015-16,SJLPS ANAKULAM,ADIMALY,GUPS KALLAR - VATTAYAR,MANKULAM,Kerala,685565,,,,,,,,,,
IDUKKI,32090100903,2015-16,SM HSS MANKULAM,ADIMALY,GUPS KALLAR - VATTAYAR,MANKULAM,Kerala,685565,,,,,,,,,,
IDUKKI,32090101001,2015-16,GLPS CHELACHUVADU,ADIMALY,GLPS CHELACHUVADU,KANJIKKUZHY,Kerala,685606,,,,,,,,,,
ALAPPUZHA,32110500706,2015-16,AROOR LPS HARIPAD,HARIPPAD,GUPS HARIPPAD,HARIPAD,Kerala,690514,,,,ChIJ096VQvkfBjsRoIsG1vpGKTg,A,VILLAGE_NAME,haripad,Town Muslim LPS Haripad,"Haripad, Kerala 690514, India",
ALAPPUZHA,32110500707,2015-16,MANNARASALA UPS,HARIPPAD,GUPS HARIPPAD,HARIPAD,Kerala,690514,,,,ChIJgURs7PmfCDsR8ErpwzKTVv8,A,VILLAGE_NAME,haripad,Mannarasala UP School,"Haripad, Kerala 690514, India",
ALAPPUZHA,32110500708,2015-16,GHSS FOR GIRLS HARIPAD,HARIPPAD,GUPS HARIPPAD,HARIPAD,Kerala,690514,,,,ChIJAQAAAAGgCDsRDofbkLva5Ic,A,VILLAGE_NAME,haripad,Govt. Girls H.S.S,"HARIPAD, Haripad, Kerala 690514, India",
ALAPPUZHA,32110900601,2015-16,GLPS MITHRAKKARY EAST,THALAVADY,GUPS MUTTAR,MUTTAR,Kerala,689595,,,,,,,,,,
KANNUR,32020400514,2015-16,KOTTAYAM RAJAS HS PATHIRIYAD,THALASSERY NORTH,GHSS VENGAD,PATHIRIYAD,Kerala,670643,,,,ChIJRYZSVWAlpDsRGst0kjb_puo,A,VILLAGE_NAME,pathiriyad,Kottayam Raja High School,"Pathiriyad, Kerala 670643, India",
KANNUR,32020400515,2015-16,MAMBARAM HSS,THALASSERY NORTH,GHSS VENGAD,PATHIRIYAD,Kerala,670741,,,,ChIJ9-4DS58lpDsRZEbbnYo79hA,C,City,kannur,Mambharam HSS,"Kannur, Kerala 670622, India",
KANNUR,32020400516,2015-16,MAMBARAM ENG MEDIUM SCHOOL,THALASSERY NORTH,GHSS VENGAD,PATHIRIYAD,Kerala,670741,,,,ChIJvfdjKJ8lpDsRjqVpZtR35js,B,Pincode,670741,Mambaram English Medium Senior Secondary School,"Mambaram P.O, Kannur Dist, Kannur, Kerala 670741, India",
KANNUR,32020100132,2015-16,MANSHA UL ULOOM MLPS,KANNUR NORTH,GHSS MUNDERI,MUNDERI,Kerala,670591,,,,,,,,,,
KOZHIKODE,32041300413,2015-16,ORKKATTERI   NORTH UPS,VATAKARA,MUPS  ORKKATTERI,ERAMALA,Kerala,673501,,,,,,,,,,
KOZHIKODE,32041300414,2015-16,MARANKANDY MLPS,VATAKARA,THATTOLIKKARA UP,ERAMALA,Kerala,673501,,,,,,,,,,
KOZHIKODE,32041300107,2015-16,URALUNGAL VVLP,VATAKARA,G GH SS MADAPPALLY,ONCHIYAM,Kerala,673102,,,,,,,,,,
KOZHIKODE,32041300108,2015-16,CHALIL KANNOOKKARA L.P.S,VATAKARA,G GH SS MADAPPALLY,ONCHIYAM,Kerala,673102,,,,,,,,,,
KASARAGOD,32010600102,2015-16,SVM GLPS EDATHODE,CHITTARIKKAL,GLPS KANAKAPPALLYTHATTIL,BALAL,Kerala,671533,,,,,,,,,,
KASARAGOD,32010600103,2015-16,GLPS KONNAKKAD,CHITTARIKKAL,GLPS KONNAKKAD,BALAL,Kerala,671533,,,,,,,,,,
KASARAGOD,32010600104,2015-16,GLPS KANAKAPPALLITHATTIL,CHITTARIKKAL,GLPS KANAKAPPALLYTHATTIL,BALAL,Kerala,671533,,,,,,,,,,
KANNUR,32021200403,2015-16,GLPS PADENA,PAYYANNUR,GUPS ARAVANCHAL,PERINGOME,Kerala,670307,,,,ChIJASwUdx5opDsROvVecvcYDfA,C,City,kannur,glps padena,"Kannur, Kerala, India",
KOZHIKODE,32041400324,2015-16,BRILLIANTS ENGLISH MEDIUM SCHOOL,KOZHIKKODE URC SOUTH,GLPS BEYPORE,BEYPORE,Kerala,673028,,,,ChIJ3QD-u11cpjsRi5qqrPGTxQo,C,City,kozhikode,Little Flower English Medium School,"National Highway 212, Chelavoor, Kozhikode, Kerala 673008, India",
KOZHIKODE,32041401309,2015-16,GOVT.UPS THIRUVANNUR,KOZHIKKODE URC SOUTH,GUPS THIRUVANNUR,PANNIYANKARA,Kerala,673029,,,,ChIJIU_ZonhZpjsRW1Xdjjtcc58,A,VILLAGE_NAME,panniyankara,"Govt. U.P. School, Thiruvannur","Captain PV Vikram Rd, Panniyankara, Kozhikode, Kerala 673029, India",
KOZHIKODE,32041401009,2015-16,M.I.U.P.S.MOORIYAD,KOZHIKKODE URC SOUTH,GLPS AZCHAVATTOM,VALAYANAD,Kerala,673007,,,,,,,,,,
KOZHIKODE,32040800609,2015-16,TRIKKOTTUR AUPS,MELADY,G L P S TRIKKOTTUR WEST,THIKKODI,Kerala,673529,,,,ChIJyS0k4smIpjsR13sLLTsYMII,B,Pincode,673529,Thrikkottur AUP School,"Kozhikode, Kerala 673529, India",
KOZHIKODE,32040900801,2015-16,GMLPS KOLLAM,PANTHALAYANI,GGHSS KOYILANDY,VIYYUR,Kerala,673307,,,,,,,,,,
KOZHIKODE,32040900401,2015-16,ARIKKULAM LP SCHOOL,PANTHALAYANI,ARIKKULAM UPS,ARIKKULAM,Kerala,673620,,,,ChIJ2wfE-49ipjsRMENQxznjVCk,A,VILLAGE_NAME,arikkulam,VAKAMOLI LP School,"Arikkulam, Kerala, India",
KOZHIKODE,32040900402,2015-16,KARAYAD EAST LPS,PANTHALAYANI,ARIKKULAM UPS,ARIKKULAM,Kerala,673524,,,,,,,,,,
KOZHIKODE,32040900403,2015-16,KARAYAD ALPS,PANTHALAYANI,ARIKKULAM UPS,ARIKKULAM,Kerala,673524,,,,ChIJw225vbxipjsRqXHghA-zx0Y,B,Pincode,673524,KARAYAD ALP SCHOOL,"Kozhukkallur, Kerala 673524, India",
KANNUR,32020400423,2015-16,CHUNDANGAPOIL MOPLA LPS,THALASSERY NORTH,GLPS PULLIOD,KADIRUR,Kerala,670641,,,,,,,,,,
KANNUR,32020400424,2015-16,ANIKKAMPOIL EAST LPS,THALASSERY NORTH,GLPS PULLIOD,KADIRUR,Kerala,670642,,,,,,,,,,
KASARAGOD,32010500118,2015-16,GHSS BALLA EAST,HOSDURG,GUPS BALLA,KANHANGAD,Kerala,671531,,,,ChIJfRmzY2B8pDsRM3Y6CUTzrVM,A,VILLAGE_NAME,kanhangad,GHSS Balla East Chemmattam Vayal,"Chemmattam vayal Rd, Karattuvayal, Kanhangad, Kerala 671531, India",
KANNUR,32020700610,2015-16,NARAVOOR SOUTH LPS,KUTHUPARAMBA,GLPS KUTHUPARAMBA,KUTHUPARAMBA ,Kerala,670643,,,,,,,,,,
KOZHIKODE,32041400910,2015-16,BHAVAN'S SCHOOL CHALAPPURAM,KOZHIKKODE URC SOUTH,GUPS THALI,KASABA,Kerala,673002,,,,ChIJAYw-3ZJbpjsRuZpNooratGM,C,City,kozhikode,Bharatiya Vidya Bhavan School,"Bhavans Hill, PONNAYANGODKUNNU, Chevayoor, Kozhikode, Kerala 673017, India",
KOZHIKODE,32040601109,2015-16,GLPS MANJAKKADAVU,KUNNAMANGALAM,S.S.L.P.S KOODARANHI,KOODARANJI,Kerala,673604,,,,,,,,,,
KOZHIKODE,32040601110,2015-16,ST. MARY'S HS KAKKADAMPOYIL,KUNNAMANGALAM,S.S.L.P.S KOODARANHI,KOODARANJI,Kerala,673604,,,,ChIJKzlpmqE_pjsRoybRWgQGRvc,B,Pincode,673604,St.Mary's High School,"Kakkadampoyil - Koombara Rd, Kakkadampoyil, Kerala 673604, India",
KOZHIKODE,32040600621,2015-16,PALLOTTI HILL PUBLIC SCHOOL,KUNNAMANGALAM,G.U.P.S MUTHERI,MUKKAM,Kerala,673602,,,,ChIJUbsjmy9CpjsRoNxcYl4ABMY,A,VILLAGE_NAME,mukkam,Pallotti Hill Public School,"Thamarassery Road, Agastianmuzhi, CALICUT, Mukkam, Kerala 673602, India",
KANNUR,32021100336,2015-16,KV MANGATTUPARAMBA,TALIPARAMBA SOUTH,GUPS MORAZHA,THALIPARAMBA (M),Kerala,670567,,,,ChIJ4XN9acoipDsRzWD0ngarqLA,C,City,kannur,Kendriya Vidyalaya Kannur,"Buracherry, Kannur, Kerala, India",
KANNUR,32021100421,2015-16,CHERUPAZHASSI  ALPS,TALIPARAMBA SOUTH,IMNSGHSS MAYYIL,MAYYIL,Kerala,670601,,,,,,,,,,
KANNUR,32020100308,2015-16,ELAYAVOOR CENTRAL LPS,KANNUR NORTH,ELAYAVOOR UPS,ELAYAVOOR,Kerala,670594,,,,,,,,,,
KANNUR,32020500404,2015-16,CHAMPAD NORTH LPS,CHOCKLI,GLPS PANNIANNUR CENTRE,PANNIANNUR,Kerala,670694,,,,ChIJ_XPNieoopDsR6-azo41U2jY,B,Pincode,670694,champad podikkalam lps,"Kannur, Kerala 670694, India",
KANNUR,32020400506,2015-16,PARAMBAYI MUSLIM LPS,THALASSERY NORTH,GHSS VENGAD,PATHIRIYAD,Kerala,670741,,,,,,,,,,
KANNUR,32020400507,2015-16,PATHIRIYAD JUNIOR BASIC SCHOOL,THALASSERY NORTH,GHSS VENGAD,PATHIRIYAD,Kerala,670643,,,,,,,,,,
KANNUR,32020902003,2015-16,VELLARVALLY LPS,IRITTY,GHSS MANATHANA,VELLARVALLY,Kerala,670673,,,,,,,,,,
KANNUR,32021001814,2015-16,NIRMALA LPS PATHANPARA,TALIPARAMBA NORTH,GHSS KANIYANCHAL,VELLAD,Kerala,670571,,,,ChIJW853tZdFpDsRjKsvlrB-jdk,A,VILLAGE_NAME,vellad,Nirmala LP School Pathenpara,"Chadikundu - Pathanpara Rd, Vellad, Kerala 670571, India",
KOTTAYAM,32100201603,2015-16,ST. JOSEPH  LPS CHETTUTHODU,ERATTUPETTA,THIDANAD,KONDOOR,Kerala,686508,,,,ChIJATrrHiHLBzsRM5SdrsznqO8,A,Street Address,thidanad,St. Joseph's Church,"SH44, Thidanad, Kerala 686123, India",
KOTTAYAM,32100201604,2015-16,CMS LPS  THIDANAD,ERATTUPETTA,THIDANAD,KONDOOR,Kerala,686508,,,,ChIJV1L5_SbLBzsR4nEUhn5xjwY,A,Street Address,thidanad,Thidanadu School,"kanjirappally-Erattupetta Rd, Thidanad, Kerala 686123, India",
KOTTAYAM,32100201605,2015-16,GVHSS THIDANADU,ERATTUPETTA,THIDANAD,KONDOOR,Kerala,686123,,,,ChIJbzrEbCfLBzsRtNKcnYq_f5g,A,Street Address,thidanad,Thidanadu Post Office,"SH44, Thidanad, Kerala 686123, India",
KOTTAYAM,32100201105,2015-16,INDO -AMERICAN INTERNATIONAL SCHOOL,ERATTUPETTA,TEEKOY,TEEKOY,Kerala,685503,,,,ChIJIaqBP4-0BzsRYn9jCNd2jhM,B,Pincode,685503,Indo-American International School,"Vazhikkadavu, Kottayam, Vagamon, Kerala 685503, India",
ERNAKULAM,32080102511,2015-16,VIJNANAPEEDOM PUBLIC SCHOOL EDANAD,ALUVA,GLPS SREEMOOLANAGARAM,CHOWARA,Kerala,683580,,,,,,,,,,
ERNAKULAM,32080100808,2015-16,CHRISTAVA MAHILAYALAM PUBLIC SCHOOL,ALUVA,GUPS KEEZHMADU,ALUVA EAST,Kerala,683105,,,,ChIJlSYt3d0ICDsR3ih4FtrG-w8,B,Locality,aluva,Christava Mahilalayam Higher Secondary School,"Thottumugham, Aluva, Kerala 683105, India",
ERNAKULAM,32080102114,2015-16,VISWA DEEPTHI VIDYALAYA,ALUVA,GLPS PANAIKULAM,ALANGAD,Kerala,685311,,,,ChIJ9Y18vDMOCDsR-_anMFulxx0,B,Locality,aluva,Viswadeepti Vidyalaya Public School,"Chirayam, Panayikulam, Aluva, Kochi, Kerala 683511, India",
ERNAKULAM,32080102115,2015-16,KEM PRIMARY SCHOOL,ALUVA,GLPS PANAIKULAM,ALANGAD,Kerala,683511,,,,,,,,,,
ERNAKULAM,32081500207,2015-16,MTLPS IRINGOLE,KOOVAPPADY,GUPS KEEZHILLAM,RAYAMANGALAM,Kerala,683548,,,,,,,,,,
ERNAKULAM,32080900202,2015-16,VIVEKANANDA VIDYALAYAM,MUVATTUPUZHA,GUPS KADATHY,MUVATTUPUZHA MUNICIPALITY,Kerala,686673,,,,ChIJF4M-T1znBzsRnna0w6kY3sQ,B,Locality,muvattupuzha,Vivekananda Vidyalayam,"Kadathy, Vazhappily, Muvattupuzha, Kerala 686673, India",
ERNAKULAM,32080701606,2015-16,SSGHS KEERAMPARA,KOTHAMANGALAM,GLPS PUNNEKKAD,KEERAMPARA,Kerala,686681,,,,,,,,,,
ERNAKULAM,32080700307,2015-16,GUPS THATTEKKAD,KOTHAMANGALAM,GHWUPS THATTEKKAD,KUTTAMPUZHA,Kerala,686681,,,,,,,,,,
PATHANAMTHITTA,32120601502,2015-16,"GLPS, PLANKAMON",PULLAD,AYROOR,AYROOR,Kerala,689612,,,,ChIJGTLY1s4VBjsRd2LJV68t4VI,C,City,pathanamthitta,GLPS,"Omalloor, Pathanamthitta, Kerala 689647, India",
PATHANAMTHITTA,32120601503,2015-16,"GSVLPS, KANJEETTUKARA",PULLAD,AYROOR,AYROOR,Kerala,689612,,,,,,,,,,
PATHANAMTHITTA,32120601504,2015-16,"MTLPS, NJOOZHOOR",PULLAD,AYROOR,AYROOR,Kerala,689612,,,,,,,,,,
PATHANAMTHITTA,32120500225,2015-16,SKVEMLPS THATTAYIL,PANDALAM,PANDALAM-THEKKEKARA,PANDALAM-THEKKEKARA,Kerala,691525,,,,,,,,,,
KOTTAYAM,32100100906,2015-16,NSS UPS THRIKKOTHAMANGALAM,CHANGANASSERY,VAKATHANAM,VAKATHANAM,Kerala,686011,,,,ChIJS7k-bbwuBjsRH553bRqquZ4,B,Pincode,686011,NSS UP School,"Manarcadu Thenganal Road, Thrikkothamangalam, Kerala 686011, India",
KOTTAYAM,32100100907,2015-16,GOVT HSS THRIKKOTHAMANGALAM,CHANGANASSERY,VAKATHANAM,VAKATHANAM,Kerala,686011,,,,ChIJ4Tbzhr4uBjsRZ2dANX3zlS4,B,Pincode,686011,Govt. VHSS Thrikothamangalam,"Manarcadu Thengana Road, Thrikkothamangalam, Kerala 686011, India",
KOTTAYAM,32100100908,2015-16,VADAKKEKARA PNNM LPS THRUKOTHAMANGALAM,CHANGANASSERY,VAKATHANAM,VAKATHANAM,Kerala,686011,,,,,,,,,,
KOTTAYAM,32100100909,2015-16,GOVT LPBS VAKATHANAM,CHANGANASSERY,VAKATHANAM,VAKATHANAM,Kerala,686538,,,,,,,,,,
ERNAKULAM,32080101719,2015-16,CSI KARUNALAYAM,ALUVA,GHACLPS ALUVA,ALUVA WEST,Kerala,683101,,,,,,,,,,
ERNAKULAM,32080100118,2015-16,GOVT TECHNICAL HSS ALUVA,ALUVA,GHACLPS ALUVA,ALUVA MUNICIPALITY,Kerala,683101,,,,ChIJVYn7MigPCDsRgywhNKmDKrs,B,Locality,aluva,Technical Higher Secondary School,"Bank Rd, Periyar Nagar, Aluva, Kerala 683101, India",
ERNAKULAM,32080101512,2015-16,ST JOHNS VISITATIONS HS,ALUVA,GLPS EAST KADUNGALLOOR,KADUNGALLOOR,Kerala,683110,,,,ChIJZUH_kPkOCDsRnxLL1jW-i20,A,VILLAGE_NAME,kadungalloor,St.John's Visitation Public School,"Muppathadam, Nr.Police Station, Kadungalloor, Aluva, Kerala 683110, India",
IDUKKI,32090300201,2015-16,GTHSS MURIKKATTUKUDY,KATTAPPANA,GTLPS KANCHIYAR,AYYAPPANCOIL,Kerala,685511,,,,,,,,,,
THRISSUR,32071000701,2015-16,KMLPS KOOLIMUTTAM,MATHILAKAM,AMUPS KOOLIMUTTAM,KOOLIMUTTAM,Kerala,680691,,,,,,,,,,
THRISSUR,32071000702,2015-16,UPS EMMAD,MATHILAKAM,AMUPS KOOLIMUTTAM,KOOLIMUTTAM,Kerala,680691,,,,ChIJYcnQnFoeCDsRLo7QHoRMelo,A,VILLAGE_NAME,koolimuttam,Emmad Up School,"Emmad, Koolimuttam, Kerala 680691, India",
ERNAKULAM,32080500104,2015-16,BETHLEHEM GHS NJARALLOOR,KOLENCHERY,GUPS VILANGUE,KIZHAKKAMBALAM,Kerala,683562,,,,ChIJN67virILCDsRZkrnuEDE5So,A,VILLAGE_NAME,kizhakkambalam,Bethlehem Girls High School,"Pattimattam road, Njaralloor, State Highway 41, Kizhakkambalam, Kerala 683562, India",
ERNAKULAM,32080500105,2015-16,GLPS MALAYIDAMTHURUTH,KOLENCHERY,GUPS VILANGUE,KIZHAKKAMBALAM,Kerala,683561,,,,,,,,,,
KOTTAYAM,32100500702,2015-16,GOVT. LPS VELLAVOOR,KARUKACHAL,VELLAVOOR,VELLAVOOR,Kerala,686541,,,,ChIJW4q2NVU3BjsR9kuMqn3kPbw,A,Street Address,vellavoor,Government LP School,"Vellavoor Temple Road, Vellavoor, Kerala 686541, India",
KOTTAYAM,32100500703,2015-16,UPS ERATHUVADAKARA,KARUKACHAL,VELLAVOOR,VELLAVOOR,Kerala,686543,,,,,,,,,,
KOTTAYAM,32100500704,2015-16,SHLPS KADAYANIKKADU,KARUKACHAL,VELLAVOOR,VELLAVOOR,Kerala,686541,,,,ChIJSwp2nCcxBjsR_Yjg0IwR1zs,B,Locality,karukachal,Akash Bakery,"Karukachal Manimala Rd, Kadayanickadu, Kerala 686517, India",
KOTTAYAM,32100300614,2015-16,ST MARYS ENGLISH MEDIUM LP SCHOOL,ETTUMANOOR,KIDANGOOR,KIDANGOOR,Kerala,686572,,,,ChIJVb9Idi4yBjsRNd5ewxrugF0,C,City,kottayam,St. Mary's English Medium L.P. School,"NH183, Vazhoor, Pulickal Kavala, Kottayam, Kerala 686504, India",
KOTTAYAM,32100300207,2015-16,"ST. JOSEPH L.P.S , KONGADOOR",ETTUMANOOR,AYARKUNNAM,AYARKKUNNAM,Kerala,686564,,,,ChIJ-We8TdFCVBARYdgAlB6O8sk,C,City,kottayam,St.Joseph.,"Thiruvathukkal Junction,Near Thiruvathukkal Bus Bay, Kottayam -Thiruvarppu Rd, Thiruvathukkal, Kottayam, Kerala 686003, India",
