City,EduID,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address,,
ZUNHEBOTO,13040601501,2015-16,GPS AWOHUMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,AWOHUMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601601,2015-16,GMS IPHONUMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,IPHONUMI,Nagaland,798620,,,,,,,,,,,
KOHIMA,13070701902,2015-16,GPS P.R.HILL LOWER,KOHIMA URBAN,DUMMY,WARD 19 - P.R.HILL/JAIL COLONY,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070701706,2015-16,"JO FOUNDATION, INCLUSIVE PLAY SCHOOL",KOHIMA URBAN,DUMMY,WARD 17 - AGRI/FOREST/ELETRICAL,Nagaland,797001,,,,ChIJF00rB8ohRjcRHYx9r8v9u48,B,Pincode,797001,Jo Foundation,"354, Agri Colony(Middle Medizie), Kohima, Nagaland 797001, India",,
KOHIMA,13070701410,2015-16,RDNUMS,KOHIMA URBAN,DUMMY,WARD 14 - PORTERLANE,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070700101,2015-16,RGHSS KOHIMA,KOHIMA URBAN,DUMMY,WARD 1 - HIGH SCHOOL,Nagaland,797001,,,,ChIJV6G6CI8hRjcRKVOWXuVibNQ,C,City,kohima,GHSS kohima Girls Hostel,"High School Colony, Kohima, Nagaland 797121, India",,
PEREN,13110701901,2015-16,GMS OLD SOGET,AHTHIBUNG,OLD SOGET,OLD SOGET,Nagaland,797110,,,,,,,,,,,
PEREN,13110702001,2015-16,GPS PHAIKHOLUM,AHTHIBUNG,DUMMY,PHAIKHOLUM,Nagaland,797110,,,,,,,,,,,
PEREN,13110700406,2015-16,GMS KHELMA,AHTHIBUNG,NEW NKIO,KHELMA,Nagaland,797110,,,,,,,,,,,
PEREN,13110701502,2015-16,GREEN VALLEY MISSION SCHOOL,AHTHIBUNG,NEW NKIO,NKIO NEW,Nagaland,797110,,,,,,,,,,,
DIMAPUR,13060301803,2015-16,GMS MEDZIPHEMA VILL ,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA VILL,Nagaland,797106,,,,,,,,,,,
DIMAPUR,13060301405,2015-16,GMS 5TH MILE MODEL VILLGE,MEDZIPHEMA,CHUMUKEDIMA TOWN,5TH MILE MODEL VILL,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060500612,2015-16,G. MHIASIU SCHOOL,DIMAPUR URBAN,BURMA CAMP,BURMA CAMP,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060501206,2015-16,KENDRIYA VIDYALAYA PROJECT SEWAK,DIMAPUR URBAN,MIDLAND,MIDLANE,Nagaland,900800,,,,ChIJH_lIN82SRTcR8FRXQNknWQk,C,City,dimapur,Kendriya Vidyalaya,"Sewak Colony, Dimapur, Nagaland 797113, India",,
KOHIMA,13070701607,2015-16,GMS ARADURA LERIE CHAZOU,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070700205,2015-16,VINYÜZO SCHOOL,KOHIMA URBAN,DUMMY,WARD 2 - BAYAVÜ COLONY WARD,Nagaland,797001,,,,ChIJN5hcdJwhRjcRlh7-vXxhkyc,C,City,kohima,Vinyuzo School,"Kohima, Nagaland 797121, India",,
KOHIMA,13070700207,2015-16,GPS SEPFÜZOU,KOHIMA URBAN,DUMMY,WARD 2 - BAYAVÜ COLONY WARD,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070700209,2015-16,ALDER COLLEGE KOHIMA,KOHIMA URBAN,DUMMY,WARD 2 - BAYAVÜ COLONY WARD,Nagaland,797001,,,,ChIJ7Trk9JkhRjcRFhiQutiEZRw,C,City,kohima,Alder College,"Kohima, Nagaland 797121, India",,
ZUNHEBOTO,13040104601,2015-16,GPS VEDAMI,ZUNHEBOTO,ZUNHEBOTO CLUSTER,VEDAMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040104701,2015-16,GPS A/SAGHE N,ZUNHEBOTO,ZUNHEBOTO CLUSTER,A/SAGHE N,Nagaland,798620,,,,,,,,,,,
MOKOKCHUNG,13030602002,2015-16,GMS TZURMEN,WATIYIM,DUMMY,TSUREMEN VILLAGE,Nagaland,798601,,,,,,,,,,,
MOKOKCHUNG,13030601503,2015-16,LABOURS HARBOUR,WATIYIM,DUMMY,MOAYIMTI VILLAGE,Nagaland,798604,,,,,,,,,,,
TUENSANG,13020501001,2015-16,GPS ANIASHU,NOKLAK,DUMMY,ANIASHU,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020501101,2015-16,GPS/GMS CHOKLANGAN,NOKLAK,DUMMY,CHOKLANGAN,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020502404,2015-16,CHRISTIAN SCHOOL SANGLAO,NOKLAK,DUMMY,SANGLAO,Nagaland,798626,,,,ChIJ2ZA7LuGGRzcRzr1lhPu0k5w,B,Pincode,798626,BAPTIST CHURCH KUSONG,"Tuensang, Nagaland 798626, India",,
TUENSANG,13020500601,2015-16,GPS PANGSHA OLD,NOKLAK,DUMMY,PANGSHA OLD,Nagaland,798626,,,,,,,,,,,
MOKOKCHUNG,13030300601,2015-16,GPS AONGREJU,KOBULONG,DUMMY,LONGJANG VILLAGE,Nagaland,798615,,,,,,,,,,,
KOHIMA,13070701602,2015-16,LITTLE FLOWER HR.SEC. SCHOOL,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,ChIJ6W0QZ1MgRjcRqaZQVsyvLsI,C,City,kohima,Little Flower Higher Secondary School,"NH 39, Aradurah Hill, Kohima, Nagaland 797005, India",,
KOHIMA,13070701603,2015-16,ST.MARY`S CATHEDRAL HR. SEC. SCHOOL,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070701604,2015-16,VIKESEL'S VISION SCHOOL,KOHIMA URBAN,DUMMY,WARD 16 - N.MINISTERS HILL/ ,Nagaland,797001,,,,,,,,,,,
LONGLENG,13090700901,2015-16,"GHS K/KHEL, TAMLU",TAMLU,DUMMY,TAMLU VILLAGE,Nagaland,798618,,,,,,,,,,,
ZUNHEBOTO,13040502103,2015-16,EVER GREEN PVT.,SATAKHA,SATAKHA  CLUSTER,SATAKHA,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502102,2015-16,HIGHLAND HR.SEC.PVT.,SATAKHA,SATAKHA  CLUSTER,SATAKHA,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502202,2015-16,MERRY VALE PVT.,SATAKHA,SATAKHA  CLUSTER,SATAKHA NEW COLONY,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502104,2015-16,NEW HORIZON  PVT.,SATAKHA,SATAKHA  CLUSTER,SATAKHA,Nagaland,798629,,,,,,,,,,,
MON,13010401803,2015-16,GPS ANGPHANG - B,ABOI,DUMMY,ANGPHANG,Nagaland,798603,,,,,,,,,,,
MON,13010401804,2015-16,"NYEANG HONG SCHOOL, ANGPHANG",ABOI,DUMMY,ANGPHANG,Nagaland,798603,,,,,,,,,,,
MON,13010401901,2015-16,GMS JAKPHANG,ABOI,DUMMY,JAKPHANG,Nagaland,798621,,,,,,,,,,,
MON,13010401902,2015-16,GPS JAKPHANG - A,ABOI,DUMMY,JAKPHANG,Nagaland,798603,,,,,,,,,,,
MON,13010401903,2015-16,GPS JAKPHANG - B,ABOI,DUMMY,JAKPHANG,Nagaland,798603,,,,,,,,,,,
KIPHIRE,13101002101,2015-16,GMS YANGSEKYU,SEYOCHUNG,DUMMY,YANGSEKYU,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101002301,2015-16,GPS NATSAMI 'B',SEYOCHUNG,DUMMY,NATSAMI 'B',Nagaland,798611,,,,,,,,,,,
PHEK,13080201002,2015-16,GHS THETSUMI,PFUTSERO,DUMMY,THETSUMI,Nagaland,797102,,,,,,,,,,,
PHEK,13080201003,2015-16,GPS THETSUMI B,PFUTSERO,DUMMY,THETSUMI,Nagaland,797102,,,,,,,,,,,
WOKHA,13050201302,2015-16,GPS HACHUNG,SANIS,SANIS,SANIS TOWN,Nagaland,797111,,,,,,,,,,,
WOKHA,13050201401,2015-16,GMS MESHANPHEN,SANIS,SANIS,MESHANGPHEN,Nagaland,797111,,,,,,,,,,,
WOKHA,13050104703,2015-16,GMS ELUMYO,WOKHA,CLU_ELUM,ELUMYO,Nagaland,797111,,,,,,,,,,,
WOKHA,13050300301,2015-16,GHS RALAN,BHANDARI,DUMMY,NEW RALAN,Nagaland,797111,,,,,,,,,,,
MON,13010701102,2015-16,GPS SHANGNYU,MON,DUMMY,SHANGNYU,Nagaland,798621,,,,,,,,,,,
MON,13010701103,2015-16,"NAOMAN SCHOOL, SHANGNYU",MON,DUMMY,SHANGNYU,Nagaland,798621,,,,,,,,,,,
KOHIMA,13070800206,2015-16,CHRISTIAN WELFARE SCHOOL,SECHU ZUBZA,NOT APPLICABLE,KHONOMA VILLAGE,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070800301,2015-16,GPS DZÜLEKIE,SECHU ZUBZA,NOT APPLICABLE,DZÜLEKIE VILLAGE,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070800401,2015-16,GPS MEZO KUOTSU,SECHU ZUBZA,NOT APPLICABLE,MEZOMA VILLAGE,Nagaland,797001,,,,,,,,,,,
MOKOKCHUNG,13030100408,2015-16,GMS IMRONG,MOKOKCHUNG VILLAGE,DUMMY,UNGMA VILLAGE,Nagaland,798601,,,,,,,,,,,
MOKOKCHUNG,13030100501,2015-16,GPS RESONGKONG,MOKOKCHUNG VILLAGE,DUMMY,LONGMISA VILLAGE,Nagaland,798601,,,,,,,,,,,
MOKOKCHUNG,13030100502,2015-16,GPS TSUMAMENDEN,MOKOKCHUNG VILLAGE,DUMMY,LONGMISA VILLAGE,Nagaland,798601,,,,,,,,,,,
ZUNHEBOTO,13040105201,2015-16,GMS AMPHOTO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,AMPHOTO WARD,Nagaland,798620,,,,,,,,,,,
DIMAPUR,13060401902,2015-16,GMS VISHIYI  ,NUILAND,ZHEXUCHE,VISHIYI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060409102,2015-16,GMS MUGHAVI ,NUILAND,P. VIHOTO,MUGHAVI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060404602,2015-16,GMS XUKHUVI  ,NUILAND,P. VIHOTO,XUKHUVI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060103001,2015-16,GPS TSUNTHRUBA,DHANSIRIPAR,SINGRIJAN,TSUNTHRUBA,Nagaland,797112,,,,,,,,,,,
MOKOKCHUNG,13030400501,2015-16,GPS TZUKMOKKONG,CHANGTONGYA-B,DUMMY,CHANGTONGYA TOWN,Nagaland,798613,,,,,,,,,,,
MOKOKCHUNG,13030401211,2015-16,GPS TULI 'F',CHANGTONGYA-B,DUMMY,TULI TOWN,Nagaland,798618,,,,,,,,,,,
MOKOKCHUNG,13030401308,2015-16,GHS TZUDIKONG,CHANGTONGYA-B,DUMMY,TZUDIKONG,Nagaland,798623,,,,,,,,,,,
MOKOKCHUNG,13030401303,2015-16,ZION SCHOOL ,CHANGTONGYA-B,DUMMY,TZUDIKONG,Nagaland,798623,,,,ChIJJXkCaBsWRzcR-ysnLG7qOi0,A,VILLAGE_NAME,tzudikong,Zion School,"Tzudikong, Nagaland, India",,
ZUNHEBOTO,13040601701,2015-16,GPS GHATHASHI,PUGHOBOTO,PUGHOBOTO  CLUSTER,GHATHASHI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601402,2015-16,DBS LAZAMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,LAZAMI LAZAKITO,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040603201,2015-16,GPS PUNEBOQA,PUGHOBOTO,PUGHOBOTO  CLUSTER,PUNEBOQA,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601002,2015-16,DBS PUGHOBOTO PVT,PUGHOBOTO,PUGHOBOTO  CLUSTER,PUGHOBOTO,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601003,2015-16,NEW FOUNDATION SCHOOL,PUGHOBOTO,PUGHOBOTO  CLUSTER,PUGHOBOTO,Nagaland,798620,,,,,,,,,,,
KOHIMA,13070800109,2015-16,GHS TASAZHU,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070800110,2015-16,"KOHIMA SCIENCE COLLEGE, JOTSOMA",SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJ5YiJBNohRjcRZ2Jx9Bf58fs,B,Pincode,797002,The Kohima Science College,"Kohima, Nagaland 797002, India",,
KOHIMA,13070800202,2015-16,GPS DZUKHWEKIE,SECHU ZUBZA,NOT APPLICABLE,KHONOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070800203,2015-16,GPS KHONO THEVO,SECHU ZUBZA,NOT APPLICABLE,KHONOMA VILLAGE,Nagaland,797001,,,,,,,,,,,
PEREN,13110702202,2015-16,GMS NEW BEISUMPUI ,AHTHIBUNG,OLD SOGET,NEW BEISUMPUI,Nagaland,797110,,,,,,,,,,,
PEREN,13110702501,2015-16,GMS IKIESINGRAM,AHTHIBUNG,NEW NKIO,IKIESINGRAM,Nagaland,797110,,,,,,,,,,,
PEREN,13110701202,2015-16,GHS BONGKOLONG,AHTHIBUNG,OLD SOGET,BONGKOLONG,Nagaland,797110,,,,,,,,,,,
PEREN,13110702601,2015-16,GPS OLD BEISUMPUI ,AHTHIBUNG,DUMMY,BEISUMPUI OLD,Nagaland,797110,,,,,,,,,,,
DIMAPUR,13060501006,2015-16,VISUALLY IMPAIRED SCHOOL (BLIND SCHOOL),DIMAPUR URBAN,NOTUN BOSTI,NOTUN BOSTI,Nagaland,797112,,,,ChIJVVVV2ZDhRTcR7ZofNt22BfM,A,Street Address,notun bosti,NAGA BLIND ASSOCIATION,"Ao Khel, Notun Bosti, H/No- 68, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060505002,2015-16,PUBLIC COLLEGE OF COMMERCE,DIMAPUR URBAN,BURMA CAMP,RAILWAY COLONY,Nagaland,797112,,,,ChIJUYfquPHhRTcRMG8iWx_Moa0,A,Street Address,burma camp,Public College of Commerce,"Railway gate., Burma Camp Road., Dimapur, Nagaland 797112, India",,
DIMAPUR,13060501609,2015-16,"Pranabananda Women's College,Dimapur",DIMAPUR URBAN,DIMAPUR,LHOMITHI,Nagaland,797112,,,,ChIJP5_ENorhRTcRo5B-FW80JkU,A,Street Address,dimapur,Pranabananda Women's College,"Lhomithi Colony, Signal Bosti, Dimapur, Nagaland 797113, India",,
DIMAPUR,13060500109,2015-16,SAKUS MISSION COLLEGE,DIMAPUR URBAN,DIMAPUR,DUNCAN,Nagaland,797112,,,,ChIJP9t3IoPhRTcRw6uRh_1GcaA,A,Street Address,dimapur,Sakus Mission College,"No-216, Landmark Colony, Dimapur, Nagaland 797112, India",,
KOHIMA,13070700301,2015-16,MOUNT HERMON HR SEC SCHOOL KOHIMA,KOHIMA URBAN,DUMMY,WARD 3 - NORTH BLOCK WARD,Nagaland,797001,,,,ChIJ5TY1pJ0hRjcRQb1MOxFgSSI,C,City,kohima,Mount Hermon Higher Secondary School,"Kenuozou Hill, Kohima, Nagaland 797003, India",,
KOHIMA,13070100202,2015-16,CHRIST KING HR. SEC. SCHOOL,L .KHEL KOHIMA,DUMMY,P. KHEL KOHIMA VILLAGE,Nagaland,797003,,,,ChIJTXoENnIhRjcRTy2g7EdIVZo,B,Pincode,797003,Christ King Higher Secondary School Kohima,"Pfuchatsumia Khel, Nagaland 797003, India",,
KOHIMA,13070100203,2015-16,DON BOSCO HIGHER SEC. SCHOOL,L .KHEL KOHIMA,DUMMY,P. KHEL KOHIMA VILLAGE,Nagaland,797003,,,,ChIJIeEXM3EhRjcRAhLpcYWaDC4,B,Pincode,797003,Don Bosco Higher Secondary School,"NH 61, Kohima, Nagaland 797003, India",,
KOHIMA,13070100206,2015-16,JAWAHAR NAVODAYA VIDYALAYA YAKUKIE,L .KHEL KOHIMA,DUMMY,P. KHEL KOHIMA VILLAGE,Nagaland,797003,,,,ChIJczMtllshRjcRMFqT2zhnuV8,C,City,kohima,Navodaya vidyalaya,"Kohima, Nagaland 797001, India",,
PEREN,13110500306,2015-16,CHRISTIAN  SCHOOL JALUKIE,PEREN,DUMMY,JALUKIE TOWN,Nagaland,797110,,,,ChIJcVaq0rtUTzcR1GpSgxYIE6g,B,Locality,peren,Peren Town Baptist Church,"near baptist high school peren, India",,
PEREN,13110505701,2015-16,GPS NEW PEREN,PEREN,DUMMY,NEW PEREN,Nagaland,797101,,,,,,,,,,,
ZUNHEBOTO,13040502302,2015-16,HILLBOTO PVT.,SATAKHA,SATAKHA  CLUSTER,SATAKHA OLD TOWN,Nagaland,798629,,,,,,,,,,,
PEREN,13110502301,2015-16,GPS LAMHAI,PEREN,DUMMY,LAMHAI,Nagaland,797110,,,,,,,,,,,
MOKOKCHUNG,13030300602,2015-16,GPS PUJONGMEN,KOBULONG,DUMMY,LONGJANG VILLAGE,Nagaland,798615,,,,,,,,,,,
MOKOKCHUNG,13030300605,2015-16,GHS LONGJANG,KOBULONG,DUMMY,LONGJANG VILLAGE,Nagaland,798615,,,,,,,,,,,
TUENSANG,13020400201,2015-16,GPS/GMS SEKIUR (A),SHAMATOR,DUMMY,SEKIUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020400202,2015-16,GPS/GMS SEKIUR (B),SHAMATOR,DUMMY,SEKIUR,Nagaland,798612,,,,,,,,,,,
LONGLENG,13090700902,2015-16,GPS TAMLU VILLAGE 'A',TAMLU,DUMMY,TAMLU VILLAGE,Nagaland,798618,,,,,,,,,,,
KOHIMA,13070200404,2015-16,GHS KIGWEMA,VISWEMA,DUMMY,KIGWEMA VILLAGE,Nagaland,797127,,,,,,,,,,,
PHEK,13080200604,2015-16,GM(GOVT)HIGH SCHOOL CHIZAMI,PFUTSERO,DUMMY,CHIZAMI,Nagaland,797102,,,,ChIJdwGcFT2ASDcRH_3DFHHU_F0,B,Pincode,797102,"G. M. Government High School, Chizami","National Highway 150, Nagaland 797102, India",,
PHEK,13080200606,2015-16,E.M. HIGH SCHOOL CHIZAMI,PFUTSERO,DUMMY,CHIZAMI,Nagaland,797102,,,,ChIJm_dhBpbYRzcRNdzAVP9NKaU,C,City,phek,Govt. High School Kamaleah,"Phek, Nagaland 797114, India",,
ZUNHEBOTO,13040503503,2015-16,GPS ZHEVISHE,SATAKHA,SATAKHA  CLUSTER,USUTOMI,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040501203,2015-16,GHS  XAMUNUBOTO,SATAKHA,SATAKHA  CLUSTER,KIVIKHU,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040502101,2015-16,GHSS SATAKHA,SATAKHA,SATAKHA  CLUSTER,SATAKHA,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040502201,2015-16,GPS SATAKHA NEW COLONY,SATAKHA,SATAKHA  CLUSTER,SATAKHA NEW COLONY,Nagaland,798629,,,,,,,,,,,
MON,13010401904,2015-16,"PHAMJUNG MISSION SCHOOL, JAKPHANG",ABOI,DUMMY,JAKPHANG,Nagaland,798603,,,,,,,,,,,
MON,13010402001,2015-16,GPS LONGCHING - A,ABOI,DUMMY,LONGCHING VILLAGE,Nagaland,798603,,,,,,,,,,,
MON,13010402002,2015-16,GPS LONGCHING - B,ABOI,DUMMY,LONGCHING VILLAGE,Nagaland,798603,,,,,,,,,,,
MON,13010402003,2015-16,GHS LONGCHING,ABOI,DUMMY,LONGCHING VILLAGE,Nagaland,798603,,,,,,,,,,,
PHEK,13080201004,2015-16,GPS THETSUMI,PFUTSERO,DUMMY,THETSUMI,Nagaland,797102,,,,,,,,,,,
PHEK,13080201005,2015-16,E.M.S. THETSUMI,PFUTSERO,DUMMY,THETSUMI,Nagaland,797102,,,,,,,,,,,
PHEK,13080201102,2015-16,GMS KIKRUMA VILLAGE,PFUTSERO,DUMMY,KIKRUMA,Nagaland,797107,,,,,,,,,,,
PHEK,13080201103,2015-16,GPS R.D.BLOCK KIKRUMA,PFUTSERO,DUMMY,KIKRUMA,Nagaland,797107,,,,,,,,,,,
DIMAPUR,13060503302,2015-16,GMS NAGA NEW MODEL AO ,DIMAPUR URBAN,NOTUN BOSTI,GA NEW MODEL,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060500102,2015-16,CORNERSTONE HR.SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,DUNCAN,Nagaland,797112,,,,ChIJmaHWZ53hRTcRXRJrAb2GjuQ,A,Street Address,dimapur,Cornerstone Higher Secondary School,"NH 36, Duncan Basti, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060500104,2015-16,ST. STEPHEN'S HR. SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,DUNCAN,Nagaland,797112,,,,ChIJgXS9TnnhRTcRTrEeXvpg-rw,A,Street Address,dimapur,St. Stephen School,"Razphie Village, Hill View Colony, Dimapur, Nagaland 797113, India",,
DIMAPUR,13060500105,2015-16,CAREWELL SCHOOL,DIMAPUR URBAN,DIMAPUR,DUNCAN,Nagaland,797112,,,,ChIJTfevsZ3hRTcRyS4MigliRO4,A,Street Address,dimapur,Carewell School,"Duncan Basti, Dimapur, Nagaland 797112, India",,
KOHIMA,13070800402,2015-16,GPS MEZO PHETSU,SECHU ZUBZA,NOT APPLICABLE,MEZOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070800403,2015-16,GHS MEZOMA,SECHU ZUBZA,NOT APPLICABLE,MEZOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070800404,2015-16,ST JOSEPH SCHOOL,SECHU ZUBZA,NOT APPLICABLE,MEZOMA VILLAGE,Nagaland,797002,,,,ChIJN9Gqe6khRjcRAZ8UgpnyStA,C,City,kohima,St Joseph School,"Lower chandmari, Chandmari Colony, Kohima, Nagaland 797001, India",,
KOHIMA,13070800501,2015-16,GPS SECÜMA VILLAGE,SECHU ZUBZA,NOT APPLICABLE,SECÜMA,Nagaland,797002,,,,,,,,,,,
ZUNHEBOTO,13040105801,2015-16,GPS KHUWOBOTO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,KHUWOBOTO WARD,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040105701,2015-16,GMS OLD TOWN ZBTO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,OLD TOWN WARD,Nagaland,798620,,,,ChIJWTQNxwe3RzcRI6AWE3_4BwI,B,Locality,zunheboto,GMS Old Town,"Old Town, Zunheboto, India",,
ZUNHEBOTO,13040105703,2015-16,OLYMPIC HR.SEC.PVT,ZUNHEBOTO,ZUNHEBOTO CLUSTER,OLD TOWN WARD,Nagaland,798620,,,,ChIJqdEilQe3RzcRa2A0Rb-X7q8,B,Locality,zunheboto,Olympic Hr. Sec. School Zunheboto,"Old Town Colony, Zunheboto, India",,
ZUNHEBOTO,13040102501,2015-16,GMS BAIMHO,ZUNHEBOTO,ZUNHEBOTO CLUSTER,BAIMHO,Nagaland,798620,,,,,,,,,,,
DIMAPUR,13060401002,2015-16,PHUHOTO MEMORIAL ENG. SCHOOL,NUILAND,ZHEXUCHE,PHUHOTO,Nagaland,797112,,,,ChIJeVkAOWPhRTcR7phVXk6ymcI,B,Pincode,797112,Lima Aier Memorial School,"Lengrijan, Dimapur, Nagaland 797112, India",,
MON,13010402301,2015-16,GHSS ABOI,ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,,,,,,,,
MON,13010402302,2015-16,GMS ABOI,ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,,,,,,,,
MON,13010402701,2015-16,GPS SOWA CHANGLE,ABOI,DUMMY,SOWA CHANGLE,Nagaland,798603,,,,,,,,,,,
KIPHIRE,13101001601,2015-16,GPS SITIMI VILLAGE 'B',SEYOCHUNG,DUMMY,SITIMI VILLAGE 'B',Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101001701,2015-16,GHS SITIMI TOWN,SEYOCHUNG,DUMMY,SITIMI TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101001702,2015-16,GPS SITIMI TOWN,SEYOCHUNG,DUMMY,SITIMI TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101001801,2015-16,GPS HONITO,SEYOCHUNG,DUMMY,HONITO,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101001901,2015-16,GMS NITOI,SEYOCHUNG,DUMMY,NITOI,Nagaland,798611,,,,,,,,,,,
PEREN,13110504405,2015-16,BAPTIST HIGH SCHOOL PEREN,PEREN,DUMMY,PEREN TOWN,Nagaland,797101,,,,ChIJxw8gKbpUTzcRM6Pa71_Scc4,B,Locality,peren,Baptist High School,"Peren, Nagaland, India",,
PEREN,13110505301,2015-16,GPS PUILWA,PEREN,DUMMY,PUILWA OLD,Nagaland,797101,,,,,,,,,,,
PEREN,13110504406,2015-16,GPS PEREN TOWN BANA COLONY,PEREN,DUMMY,PEREN TOWN,Nagaland,797101,,,,,,,,,,,
PEREN,13110504407,2015-16,GMS PEREN TOWN KELETZAI,PEREN,DUMMY,PEREN TOWN,Nagaland,797101,,,,ChIJv95FebBUTzcRt-wVIkmoxP8,B,Locality,peren,"GMS, Peren Town","Peren, Nagaland, India",,
KOHIMA,13070800204,2015-16,GHS KHONOMA,SECHU ZUBZA,NOT APPLICABLE,KHONOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070404201,2015-16,GPS LIKHWENCHU,TSEMINYU,DUMMY,LIKHWENCHU,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070404301,2015-16,GPS NGVUPHEN,TSEMINYU,DUMMY,NGUPHEN,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401403,2015-16,GHS TESOPHENYU,TSEMINYU,DUMMY,TESOPHENYU,Nagaland,797109,,,,,,,,,,,
PEREN,13110702301,2015-16,GPS NSENLAO,AHTHIBUNG,DUMMY,NSENLO,Nagaland,797110,,,,,,,,,,,
PEREN,13110603301,2015-16,GPS MBAUPUNGCHI,TENING,MBAULWA,MBAUPUNGCHI,Nagaland,797101,,,,,,,,,,,
PEREN,13110603401,2015-16,GPS NGAULONG LUADI,TENING,NSONG,NGAULONG LUADI,Nagaland,797101,,,,,,,,,,,
PEREN,13110602701,2015-16,GPS BAMSIAKILWA,TENING,NSONG,BAMSIAKILWA,Nagaland,797101,,,,,,,,,,,
PEREN,13110600401,2015-16,GPS HEIRANGLWA,TENING,MBAULWA,HEIRANGLWA,Nagaland,797101,,,,,,,,,,,
DIMAPUR,13060500408,2015-16,GHS SARBURA,DIMAPUR URBAN,AO KASHIRAM,KASHIRAM,Nagaland,797112,,,,ChIJ____v9PjRTcREs2OxgrSaG8,A,VILLAGE_NAME,kashiram,sarbura school kashiram Dimapur Nagaland,"Kashiram, Dimapur, Nagaland 782480, India",,
DIMAPUR,13060501604,2015-16,HONILI MEMORIAL SCHOOL,DIMAPUR URBAN,DIMAPUR,LHOMITHI,Nagaland,797112,,,,ChIJtRU4VCHiRTcRsEGQMH2Ahas,A,Street Address,dimapur,Honili Memorial School,"Signal Bosti, Dimapur, Nagaland 797113, India",,
