City,EduID,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address,,
MON,13010200301,2015-16,GMS SHANGSA,TIZIT,DUMMY,SHANGSA,Nagaland,798602,,,,,,,,,,,
MON,13010200402,2015-16,"GPS MONLEM SECTOR, TIZIT VILLAGE",TIZIT,DUMMY,TIZIT VILLAGE,Nagaland,798602,,,,,,,,,,,
MON,13010200403,2015-16,GPS TIZIT VILLAGE,TIZIT,DUMMY,TIZIT VILLAGE,Nagaland,798602,,,,,,,,,,,
KOHIMA,13070700901,2015-16,MEZHÜR HIGHER SEC.SCHOOL,KOHIMA URBAN,DUMMY,WARD 9 - MIDLANE WARD,Nagaland,797001,,,,ChIJf0S4naUhRjcRnTWrnVLT5w0,C,City,kohima,Mezhur Higher Secondary School,"Midland Colony, Kohima, Nagaland 797005, India",,
KOHIMA,13070700902,2015-16,GMS MIDLAND,KOHIMA URBAN,DUMMY,WARD 9 - MIDLANE WARD,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070701001,2015-16,ASSEMBLY OF GOD HIGH SCHOOL,KOHIMA URBAN,DUMMY,WARD 10 - HOSPITAL COLONY,Nagaland,797001,,,,ChIJn0e_YrohRjcR8R0TlSJBtWg,C,City,kohima,Assembly Of God High School,"Kohima, Nagaland, India",,
KOHIMA,13070701002,2015-16,GPS OFFICERS HILL THEGABAKHA COLONY,KOHIMA URBAN,DUMMY,WARD 10 - HOSPITAL COLONY,Nagaland,797001,,,,,,,,,,,
KIPHIRE,13101001103,2015-16,ST. JAMES SCHOOL PHISAMI,SEYOCHUNG,DUMMY,PHISAMI,Nagaland,798611,,,,ChIJFewLKMfrRzcRIPEfPVWr1VM,B,Pincode,798611,"Loyola Higher Secondary School, Kiphire","Kiphire, Nagaland 798611, India",,
KIPHIRE,13101000102,2015-16,GPS SEYOCHUNG TOWN,SEYOCHUNG,DUMMY,SEYOCHUNG TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101000201,2015-16,GPS NEW MONGER,SEYOCHUNG,DUMMY,NEW MONGER VILLAGE,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13101000301,2015-16,GMS OLD MONGER,SEYOCHUNG,DUMMY,OLD MONGER VILLAGE,Nagaland,798611,,,,,,,,,,,
TUENSANG,13020402104,2015-16,GHS CHESSOR,SHAMATOR,DUMMY,CHESSORE TOWN,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020402201,2015-16,GPS/GMS MULEANGKIUR,SHAMATOR,DUMMY,MULEAGKIUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020402301,2015-16,GPS/GMS CHESSORE'A',SHAMATOR,DUMMY,CHESSORE VILL.,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020402302,2015-16,GPS/GMS CHESSORE 'B',SHAMATOR,DUMMY,CHESSORE VILL.,Nagaland,798612,,,,,,,,,,,
KIPHIRE,13100900302,2015-16,CHRIST KING SCHOOL PHUVIKIU,PUNGRO,DUMMY,PHUVKIU VILLAGE,Nagaland,798611,,,,ChIJYS_Gm5_uRzcRsZRdESUIUkI,B,Pincode,798611,Christ The King,"Phuvkiu Dist., Kiphire, Nagaland 798611, India",,
KIPHIRE,13100900702,2015-16,GMS ZHIMKIUR,PUNGRO,DUMMY,ZHIMKIUR,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800101,2015-16,GHSS KIPHIRE TOWN,KIPHERE,DUMMY,KIPHIRE TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800102,2015-16,GMS KIPHIRE STATION 'B',KIPHERE,DUMMY,KIPHIRE TOWN,Nagaland,798611,,,,,,,,,,,
PEREN,13110701001,2015-16,GMS PEILHANG,AHTHIBUNG,OLD SOGET,PEILHANG,Nagaland,797110,,,,,,,,,,,
WOKHA,13050202201,2015-16,GMS PYOCHU,SANIS,SANIS,PYOTCHU,Nagaland,797111,,,,,,,,,,,
WOKHA,13050202601,2015-16,GHS SANIS.,SANIS,SANIS,SANIS,Nagaland,797111,,,,,,,,,,,
WOKHA,13050303302,2015-16,GHS MEKOKLA,BHANDARI,DUMMY,MEKOKLA,Nagaland,797111,,,,,,,,,,,
WOKHA,13050303303,2015-16,GPS MEKOKLA 'B',BHANDARI,DUMMY,MEKOKLA,Nagaland,797111,,,,,,,,,,,
MON,13010800101,2015-16,GMS TANHAI,WAKCHING,DUMMY,TANHAI,Nagaland,798621,,,,,,,,,,,
MON,13010702303,2015-16,"BAPTIST ENGLISH SCHOOL, YUCHING",MON,DUMMY,YUCHING,Nagaland,798621,,,,,,,,,,,
MON,13010703101,2015-16,GMS PHOMCHING,MON,DUMMY,PHOMCHING,Nagaland,798661,,,,,,,,,,,
MON,13010703103,2015-16,"GOOD SAMARITAN SCHOOL, PHOMCHING",MON,DUMMY,PHOMCHING,Nagaland,798621,,,,,,,,,,,
MON,13010703202,2015-16,GMS LONGSHEN,MON,DUMMY,LONGSHEN,Nagaland,798621,,,,,,,,,,,
ZUNHEBOTO,13040200303,2015-16,GHS APUKITO,AKULUTO,AKULUTO CLUSTER,APUKITO,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040200801,2015-16,GHS  AKUHAITO TOWN,AKULUTO,AKULUTO CLUSTER,AKUHAITO,Nagaland,798627,,,,ChIJ81HVo4azRzcRCDHiyCOWQsE,C,City,zunheboto,Akuhaito,"Zunheboto, Nagaland, India",,
ZUNHEBOTO,13040200901,2015-16,GMS ASUKHUTO TOWN,AKULUTO,AKULUTO CLUSTER,ASUKHUTO TOWN,Nagaland,798627,,,,,,,,,,,
TUENSANG,13020300602,2015-16,GPS ANGANGBA 'B',LONGKHIM,DUMMY,ANGANGBA,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020501601,2015-16,GPS YOKAO,NOKLAK,DUMMY,YOKAO,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020501701,2015-16,GPS CHENTANG SADDLE,NOKLAK,DUMMY,CHENTANG SADDLE,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020501801,2015-16,GPS CHINGMEI VILLAGE,NOKLAK,DUMMY,CHINGMEI,Nagaland,798626,,,,,,,,,,,
PHEK,13080202401,2015-16,GHS. ZUKETSA,PFUTSERO,DUMMY,ZUKETSA TOWN,Nagaland,797107,,,,,,,,,,,
PHEK,13080202402,2015-16,LIVING CHRISTIAN SCHOOL.,PFUTSERO,DUMMY,ZUKETSA TOWN,Nagaland,797107,,,,ChIJB7zEQDODSDcRtud-MUpXJ9I,C,City,phek,"Living Christian School,Zuketsa","Phek, Nagaland, India",,
PHEK,13080302303,2015-16,GPS N/AKHEGWO,MELURI,DUMMY,AKHEGWO,Nagaland,797114,,,,,,,,,,,
PHEK,13080301901,2015-16,GPS OLD THEWATI,MELURI,DUMMY,OLD THEWATI,Nagaland,797114,,,,,,,,,,,
TUENSANG,13020100629,2015-16,3RD NAP HIGH SCHOOL TUENSANG,HAKUSHANG,3RD NAP SAKSI,TUENSANG TOWN,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100630,2015-16,TULIP RESIDENTIAL ACADEMY,HAKUSHANG,3RD NAP SAKSI,TUENSANG TOWN,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100635,2015-16,"GOVT. HIGH SCHOOL, CHABA",HAKUSHANG,HAKUSHANG,TUENSANG TOWN,Nagaland,798612,,,,ChIJh6f-x_6bRzcRjPEsJ19-_80,B,Pincode,798612,Government Higher Secondary School,"Tuensang, Nagaland 798612, India",,
DIMAPUR,13060409501,2015-16,GPS SUKHATO,NUILAND,NIHOKHU,SUKHATO,Nagaland,797112,,,,,,,,,,,
MON,13010101203,2015-16,GMS SHAMNYU - A,TOBU,DUMMY,SHAMNYU,Nagaland,798624,,,,,,,,,,,
MON,13010101303,2015-16,"NEWMAN SCHOOL, TOBU VILLAGE",TOBU,DUMMY,TOBU VILLAGE,Nagaland,798624,,,,,,,,,,,
MON,13010101305,2015-16,GPS TOBU VILLAGE - C,TOBU,DUMMY,TOBU VILLAGE,Nagaland,798624,,,,,,,,,,,
MON,13010101307,2015-16,GMS TOBU VILLAGE - A,TOBU,DUMMY,TOBU VILLAGE,Nagaland,798624,,,,,,,,,,,
PHEK,13080100201,2015-16,GHS SOHOMI,PHEK,DUMMY,SOHOMI,Nagaland,799108,,,,,,,,,,,
ZUNHEBOTO,13040500301,2015-16,GMS GHOKHUVI,SATAKHA,SATAKHA  CLUSTER,GHOKHUVI,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040500501,2015-16,GPS HOISHE,SATAKHA,SATAKHA  CLUSTER,HOISHE,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040500601,2015-16,GPS HOKIYE,SATAKHA,SATAKHA  CLUSTER,HOKIYE,Nagaland,798629,,,,,,,,,,,
DIMAPUR,13060201403,2015-16,SUBONGWATI MEMORIAL SCHOOL,KUSHIABILL,KHUSHIABILL,PADUMPUKHRI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060200302,2015-16,MOUNT HERMON SCHOOL,KUSHIABILL,KHUSHIABILL,PURANABAZAR,Nagaland,797112,,,,ChIJmWJFiwgKRjcR_AVD4TY2TVY,C,City,dimapur,Mount Hermon School,"Purana Bazar, Dimapur, Nagaland 797116, India",,
DIMAPUR,13060200603,2015-16,ST TERESA'S SCHOOL,KUSHIABILL,KHUSHIABILL,NAHARBARI,Nagaland,797112,,,,ChIJg0wrgQIKRjcRoG2GV9KF0XU,B,Pincode,797112,St Teresa's School,"2  Mile, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060201407,2015-16,GILGAL SCHOOL,KUSHIABILL,KHAGHABOTO,PADUMPUKHRI,Nagaland,797112,,,,,,,,,,,
LONGLENG,13090601105,2015-16,"GOVT. HIGH SCHOOL, YAONGYIMCHEN",LONGLENG,DUMMY,YAONGYIMCHEN,Nagaland,798625,,,,ChIJKbsJ_ShyRzcRB552YILB0f8,B,Locality,longleng,Govt. Highschool Longleng,"Longleng, Nagaland 798625, India",,
LONGLENG,13090600604,2015-16,GHS NAMCHING,LONGLENG,DUMMY,NAMCHING,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090601106,2015-16,GPS YAONGYIMCHEN 'B',LONGLENG,DUMMY,YAONGYIMCHEN,Nagaland,798625,,,,,,,,,,,
LONGLENG,13090600406,2015-16,"GOVT. HIGH SCHOOL, BHUMNYU",LONGLENG,DUMMY,BHUMNYU,Nagaland,798625,,,,ChIJKbsJ_ShyRzcRB552YILB0f8,B,Locality,longleng,Govt. Highschool Longleng,"Longleng, Nagaland 798625, India",,
PHEK,13080200203,2015-16,RISING SCHOOL MESULUMI,PFUTSERO,DUMMY,MESULUMI,Nagaland,797107,,,,,,,,,,,
PHEK,13080200301,2015-16,GHS KHEZHAKENO,PFUTSERO,DUMMY,KHEZHAKENO,Nagaland,797107,,,,ChIJfxJ_RX2bSDcRoQLY9xqWRnk,C,City,phek,GHS Khezhakeno,"Phek, Nagaland, India",,
PHEK,13080200302,2015-16,GPS KHEZHAKENO VILLAGE,PFUTSERO,DUMMY,KHEZHAKENO,Nagaland,797107,,,,,,,,,,,
MOKOKCHUNG,13030200103,2015-16,GPS PONGENSALANG,KHENSA,DUMMY,LONGKHUM VILLAGE,Nagaland,798601,,,,,,,,,,,
WOKHA,13050106301,2015-16,BLOOM FIELD ACADEMY,WOKHA,CLU_WOKHA,MOLONSU COLONY,Nagaland,797111,,,,ChIJr9HWNjhPRjcRkOPYQzidhzQ,B,Locality,wokha,Bloom field academy,"Wokha, Nagaland 797111, India",,
WOKHA,13050106302,2015-16,GRACE SCHOOL,WOKHA,CLU_WOKHA,MOLONSU COLONY,Nagaland,797111,,,,,,,,,,,
WOKHA,13050106303,2015-16,GPS MOLONSU COLONY,WOKHA,CLU_WOZH,MOLONSU COLONY,Nagaland,797111,,,,,,,,,,,
WOKHA,13050106501,2015-16,MOUNT SINAI SCHOOL,WOKHA,CLU_GPS MERIYAN,ZUVOTONG,Nagaland,797111,,,,ChIJr-ZGsjtPRjcRjTKcf5Usck8,B,Locality,wokha,Mount Sinai School,"Wokha, Nagaland 797111, India",,
WOKHA,13050306703,2015-16,GHS RUCHAN,BHANDARI,DUMMY,RACHAN VILLAGE,Nagaland,797111,,,,ChIJF_DPGetoRjcRbKV4Vo8ATbI,C,City,wokha,"GHS, Ruchan Village","Wokha, Nagaland, India",,
WOKHA,13050306901,2015-16,GPS LONGJANG VILLAGE,BHANDARI,DUMMY,LONGJANG VILLAGE,Nagaland,797111,,,,,,,,,,,
WOKHA,13050307001,2015-16,GPS KORO NEW,BHANDARI,DUMMY,KORO NEW VILLAGE,Nagaland,797111,,,,,,,,,,,
WOKHA,13050307101,2015-16,GPS YANKHUM,BHANDARI,DUMMY,YANKHUM VILLAGE,Nagaland,797111,,,,,,,,,,,
TUENSANG,13020100201,2015-16,GPS KUTHUR 'A',HAKUSHANG,DUMMY,KUTHUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100202,2015-16,GHS KUTHUR,HAKUSHANG,KUTHUR,KUTHUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020300701,2015-16,GPS CHUNGLIYIMTI 'B',LONGKHIM,DUMMY,CHUNGLIYIMTI 'B',Nagaland,798616,,,,,,,,,,,
TUENSANG,13020300801,2015-16,GPS OLD TSADANG,LONGKHIM,DUMMY,OLD TSADANG,Nagaland,798616,,,,,,,,,,,
TUENSANG,13020100707,2015-16,"GOVT. HIGH SCHOOL, CHINGMELEN",HAKUSHANG,KUTHUR,CHINGMELEN,Nagaland,798612,,,,ChIJh6f-x_6bRzcRjPEsJ19-_80,B,Pincode,798612,Government Higher Secondary School,"Tuensang, Nagaland 798612, India",,
TUENSANG,13020100801,2015-16,GPS/GMS SIPONGSANG,HAKUSHANG,SOTOKUR,SIPONGSANG,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020100901,2015-16,GPS HAAK,HAKUSHANG,3RD NAP SAKSI,HAAK,Nagaland,798612,,,,,,,,,,,
DIMAPUR,13060501402,2015-16,MARINO SCHOOL,DIMAPUR URBAN,DIMAPUR,ZELIANGRONG,Nagaland,797112,,,,ChIJF7v81YvhRTcRW52EkibKkmw,A,Street Address,dimapur,Marino School,"Sewak Colony, Dimapur, Nagaland 797113, India",,
DIMAPUR,13060200406,2015-16,CARMEL HIGHER SECONDARY SHOOL,KUSHIABILL,KHUSHIABILL,CHEKIYE,Nagaland,797112,,,,ChIJWVT3mcEJRjcRhzD0VN282Fo,C,City,dimapur,Carmel Higher Secondary School,"4th Mile, Dimapur, Nagaland 797115, India",,
DIMAPUR,13060211801,2015-16,PENUEL CHRISTIAN SCHOOL,KUSHIABILL,KHAGHABOTO,NEW SHOWUBA (LOYIR),Nagaland,797115,,,,ChIJWaXoA3wIRjcR-BJ7MeoqGS0,C,City,dimapur,Christian School,"Chumukeidma, Dimapur, Nagaland 797103, India",,
DIMAPUR,13060200604,2015-16,DEAF BIBLICAL MINISTRY,KUSHIABILL,KHUSHIABILL,NAHARBARI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060209303,2015-16,GMS LOTOVI ,KUSHIABILL,KUHUBOTO TOWN,LOTOVI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060300602,2015-16,MODERN CHRISTIAN SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA TOWN,Nagaland,797106,,,,ChIJ8_mlR43hRTcRt7Nc4ymlxyo,C,City,dimapur,Christian Higher Secondary School,"Church Rd, N.S.T. Colony, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060401001,2015-16,GPS PHUHOTO,NUILAND,ZHEXUCHE,PHUHOTO,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060400901,2015-16,GPS L VIHOTO,NUILAND,P. VIHOTO,LOVIHOTO,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060401101,2015-16,GPS SHIWOTO,NUILAND,P. VIHOTO,SHIWOTO,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060401201,2015-16,GPS IZHEVI,NUILAND,AGHUNAQA,IZHEVI,Nagaland,797112,,,,,,,,,,,
MON,13010703802,2015-16,GPS LONGWA,MON,DUMMY,LONGWA,Nagaland,798621,,,,,,,,,,,
MOKOKCHUNG,13030401403,2015-16,GHS KANGTSUNG,CHANGTONGYA-B,DUMMY,KANGTSUNG VILLAGE,Nagaland,798618,,,,,,,,,,,
MOKOKCHUNG,13030401501,2015-16,GPS WAMAKEN,CHANGTONGYA-B,DUMMY,WAMAKEN VILLAGE,Nagaland,798618,,,,,,,,,,,
MOKOKCHUNG,13030401601,2015-16,GPS ANAKI 'A',CHANGTONGYA-B,DUMMY,ANAKI VILLAGE,Nagaland,798618,,,,,,,,,,,
MON,13010100702,2015-16,GPS CHANGLANGSHU - B,TOBU,DUMMY,CHANGLANGSHU,Nagaland,798624,,,,,,,,,,,
MON,13010100704,2015-16,"ST. XAVIER'S  SCHOOL, CHANGLANGSHU",TOBU,DUMMY,CHANGLANGSHU,Nagaland,798624,,,,,,,,,,,
MON,13010100705,2015-16,GMS CHANGLANGSHU - C,TOBU,DUMMY,CHANGLANGSHU,Nagaland,798624,,,,,,,,,,,
MON,13010100801,2015-16,GPS BUMEI,TOBU,DUMMY,BUMEI,Nagaland,798624,,,,,,,,,,,
LONGLENG,13090701303,2015-16,GPS B/NAMSANG 'C',TAMLU,DUMMY,B/NAMSANG,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090701401,2015-16,GPS LADIGARH,TAMLU,DUMMY,LADIGARH,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090701302,2015-16,GPS B/NAMSANG 'B',TAMLU,DUMMY,B/NAMSANG,Nagaland,798618,,,,,,,,,,,
LONGLENG,13090700102,2015-16,GPS YONGSHEI 'B',TAMLU,DUMMY,YONGSHEI,Nagaland,798618,,,,,,,,,,,
MOKOKCHUNG,13030200204,2015-16,JUBILEE MEMORIAL SCHOOL,KHENSA,DUMMY,CHUNGTIA VILLAGE,Nagaland,798601,,,,ChIJk_OZr8mpRzcRcjzc3nvIcyg,B,Pincode,798601,Jubilee Memorial School,"Salangtem, Mokokchung, Nagaland 798601, India",,
MOKOKCHUNG,13030201004,2015-16,GMS ALICHEN,KHENSA,DUMMY,ALICHEN COMPOUND,Nagaland,798601,,,,,,,,,,,
MOKOKCHUNG,13030201003,2015-16,ST. MARY'S RESIDENTIAL SCHOOL,KHENSA,DUMMY,ALICHEN COMPOUND,Nagaland,798601,,,,ChIJH9N695yrRzcRvsBUYokbmY8,B,Pincode,798601,St. Mary School,"Alichen, Nagaland 798601, India",,
MOKOKCHUNG,13030201101,2015-16,GPS KHENSA (OLD),KHENSA,DUMMY,KHENSA,Nagaland,798601,,,,,,,,,,,
MOKOKCHUNG,13030201103,2015-16,GPS AMENYONG,KHENSA,DUMMY,KHENSA,Nagaland,798601,,,,,,,,,,,
KIPHIRE,13101000401,2015-16,GPS YINGPHIRE,SEYOCHUNG,DUMMY,YINGPHIRE VILLAGE,Nagaland,798611,,,,,,,,,,,
PHEK,13080402003,2015-16,GPS. KHULAZU BASA,CHOZUBA,DUMMY,KHULAZU BASA,Nagaland,797104,,,,ChIJCZGMpQMpRjcRVsKrvuGrKq4,A,VILLAGE_NAME,khulazu basa,GPS B,"Khulazu Basa, Nagaland 797107, India",,
PHEK,13080402004,2015-16,Z.M. SCHOOL K. BASA.,CHOZUBA,DUMMY,KHULAZU BASA,Nagaland,797104,,,,,,,,,,,
PHEK,13080101101,2015-16,GPS. METSALE,PHEK,DUMMY,METSALE,Nagaland,797108,,,,,,,,,,,
PHEK,13080101201,2015-16,GPS. SUTHOTSU,PHEK,DUMMY,SUTHOTSU,Nagaland,797108,,,,,,,,,,,
PHEK,13080301401,2015-16,GPS U.PHOR WUZU,MELURI,DUMMY,PHOR (WUZU),Nagaland,797114,,,,,,,,,,,
PHEK,13080301403,2015-16,GHS PHOLARY,MELURI,DUMMY,PHOR (WUZU),Nagaland,797114,,,,,,,,,,,
PHEK,13080301501,2015-16,GPS WEZIHO,MELURI,DUMMY,WEZIHO,Nagaland,797114,,,,,,,,,,,
MOKOKCHUNG,13030401214,2015-16,TULI COLLEGE TULI,CHANGTONGYA-B,DUMMY,TULI TOWN,Nagaland,798623,,,,,,,,,,,
ZUNHEBOTO,13040404401,2015-16,GPS TSUKOMI NEW,AGHUNATO,AGHUNATO  CLUSTER,TSUKOMI ,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040405601,2015-16,GPS GHOKISHE,AGHUNATO,AGHUNATO  CLUSTER,GHOKISHE,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040401302,2015-16,GPS KHUMISHE Y,AGHUNATO,AGHUNATO  CLUSTER,KHUMISHI - A,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040400602,2015-16,GHS ASUTO,AGHUNATO,AGHUNATO  CLUSTER,ASUTO TOWN,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040501402,2015-16,GMS KULHOPU,SATAKHA,SATAKHA  CLUSTER,KULHOPU,Nagaland,798629,,,,,,,,,,,
ZUNHEBOTO,13040105302,2015-16,SEVEN HOME SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,SOUTH POINT WARD,Nagaland,798620,,,,ChIJX33I4VK2RzcRqSt90Lm_E9I,B,Locality,zunheboto,Seven Home School,"South Point West, Zunheboto, India",,
ZUNHEBOTO,13040105802,2015-16,BLOOM FIELD HILL SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,KHUWOBOTO WARD,Nagaland,798620,,,,ChIJN0WCgQK3RzcRDoM2BkFyqsM,B,Locality,zunheboto,Bloom Field Hill School.,"Zunheboto, Nagaland, India",,
ZUNHEBOTO,13040105402,2015-16,MERRY HILL SCHOOL,ZUNHEBOTO,ZUNHEBOTO CLUSTER,D.C.HILL WARD,Nagaland,798620,,,,ChIJT-kWdau3RzcRwQw1T6aBXYs,B,Locality,zunheboto,MERRY HILL SCHOOL,"West, Project Colony, Zunheboto, Nagaland, India",,
DIMAPUR,13060501703,2015-16,HOLY CROSS SCHOOL,DIMAPUR URBAN,DIMAPUR,CHURCH ROAD DIMAPUR,Nagaland,797112,,,,ChIJNULeyY3hRTcRyZNrAnIa_fo,A,Street Address,dimapur,Holy Cross Higher Secondary School,"Dimapur, Nagaland 797112, India",,
DIMAPUR,13060501705,2015-16,LIZWOODLAND ,DIMAPUR URBAN,DIMAPUR,CHURCH ROAD DIMAPUR,Nagaland,797112,,,,ChIJs5GVp2PhRTcRLm33e_HRbX0,A,Street Address,dimapur,Liz Woodland School,"NH 36, Firing Range, Dimapur, Nagaland 782480, India",,
DIMAPUR,13060501706,2015-16,ST EDMUND'S HR. SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,CHURCH ROAD DIMAPUR,Nagaland,797112,,,,ChIJweV0MAkJRjcRWKW6NCe7hYA,A,Street Address,dimapur,Vision Home HSS,"Naga United Village, Dimapur, Nagaland 785601, India",,
DIMAPUR,13060500103,2015-16,VIVEKANANDA BLOOMING BUD SCHOO,DIMAPUR URBAN,DIMAPUR,DUNCAN,Nagaland,797112,,,,,,,,,,,
TUENSANG,13020401301,2015-16,GPS KELONGRU,SHAMATOR,DUMMY,KELONGRU,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020401407,2015-16,GPS NEW LAPONGER (MESENTONGER),SHAMATOR,HUKER,HUKUR,Nagaland,798612,,,,,,,,,,,
TUENSANG,13020500201,2015-16,GMS NOKHU,NOKLAK,DUMMY,NOKHU,Nagaland,798626,,,,,,,,,,,
MON,13010400101,2015-16,GPS CHEN TOWN,ABOI,DUMMY,CHEN TOWN,Nagaland,798603,,,,,,,,,,,
KIPHIRE,13100800201,2015-16,GHS KICHANG,KIPHERE,DUMMY,KICHANG,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800401,2015-16,GMS CHANGCHOR,KIPHERE,DUMMY,CHANGCHOR,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800601,2015-16,GHS SINGREP VILLAGE,KIPHERE,DUMMY,SINGREP,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800901,2015-16,GMS SANPHURE,KIPHERE,DUMMY,SANPHURE,Nagaland,798611,,,,,,,,,,,
WOKHA,13050303305,2015-16,WEST WIND SCHOOL,BHANDARI,DUMMY,MEKOKLA,Nagaland,797111,,,,,,,,,,,
WOKHA,13050303401,2015-16,GPS WOZHU OLD,BHANDARI,DUMMY,WOZHU OLD,Nagaland,797111,,,,,,,,,,,
DIMAPUR,13060503502,2015-16,HARVEST MISSION SCHOOL,DIMAPUR URBAN,ZAKIESATUO COLONY,ZAKIESATUO COLONY,Nagaland,797112,,,,ChIJywv_BGPhRTcRRwdi4Maq0sE,C,City,dimapur,Harvest Mission Montessori School,"NH 36, Firing Range, Dimapur, Nagaland 782480, India",,
DIMAPUR,13060500703,2015-16,K.V RANGAPAHAR CANTT. SCHOOL,DIMAPUR URBAN,AO KASHIRAM,RANGAPAHAR CROSSING,Nagaland,900939,,,,ChIJH_lIN82SRTcR8FRXQNknWQk,C,City,dimapur,Kendriya Vidyalaya,"Sewak Colony, Dimapur, Nagaland 797113, India",,
KOHIMA,13070800102,2015-16,GPS JOTSOMA UPPER,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,,,,,,,,
KOHIMA,13070800104,2015-16,GHSS JOTSOMA,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJV6G6CI8hRjcRKVOWXuVibNQ,C,City,kohima,GHSS kohima Girls Hostel,"High School Colony, Kohima, Nagaland 797121, India",,
KOHIMA,13070800105,2015-16,BAPTIST MISSION SCHOOL,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJPTFcsQohRjcRUXLP53JTEvU,C,City,kohima,Baptist High,"Mission Compound, Kohima, Nagaland 797001, India",,
KOHIMA,13070800106,2015-16,CD KING SCHOOL,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJSXLxFc4hRjcR-Krh_yNqdfk,B,Pincode,797002,C. D. King Higher Secondary School,"Kohima Science College Rd, Nagaland 797002, India",,
ZUNHEBOTO,13040203903,2015-16,GPS V.K TOWN,AKULUTO,AKULUTO CLUSTER,VK TOWN,Nagaland,798627,,,,,,,,,,,
ZUNHEBOTO,13040400409,2015-16,"MOUNT SHEPHER SCHOOL, AGHUNATO",AGHUNATO,AGHUNATO  CLUSTER,AGHUNATO TOWN,Nagaland,792620,,,,ChIJeV0PZtm4RzcRLy_p6_1nKcI,C,City,zunheboto,Mt Shepher School Aghunato,"Zunheboto, Nagaland, India",,
ZUNHEBOTO,13040400407,2015-16,DON BOSCO SCHOOL,AGHUNATO,AGHUNATO  CLUSTER,AGHUNATO TOWN,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040402701,2015-16,GPS TAZUHU,AGHUNATO,AGHUNATO  CLUSTER,TAZUHU,Nagaland,798620,,,,,,,,,,,
TUENSANG,13020501802,2015-16,GHS CHINGMEI,NOKLAK,DUMMY,CHINGMEI,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020501902,2015-16,GMS YIMPANG,NOKLAK,DUMMY,YIMPANG,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020502001,2015-16,GPS WAOSHOU,NOKLAK,DUMMY,WAOSHOU,Nagaland,798626,,,,,,,,,,,
TUENSANG,13020502101,2015-16,GPS TAKNYU,NOKLAK,DUMMY,TAKNYU,Nagaland,798626,,,,,,,,,,,
